word	context	positions	gold_sense_id	predict_sense_id
player	"According to one of the rumors with which the players around the league liked to tease and taunt the Mundys, the office was tended only by an old woolly-haired janitor who came in to raise and lower the blackout shade each day, and to forward whatever mail had accumulated on to the exotic cities of Latin America, where the Mundy brothers were said to be recuperating from the hard winter of negotiation that had landed their ball club on the road. """	46-53	0	0
player	Pedroia may be small, but his stature helps make him one of the brightest young players in the game.	80-87	0	0
player	"is a worthy followup to 1992's "" Short Fuse Blues, "" which broke Hole stateside with a rave review in Guitar Player magazine."	109-115	4	2
player	If you've previously installed the Nomad Zen software on your PC, Plug and Play should detect the presence and status of the player.	125-131	9	2
player	Even as the Giants sagged in 1994 and ' 95, and attendance waned again in the wake of the players	90-97	0	0
player	"whose good relationship with FIBA led to the introduction of NBA players to the Olympics in 1992. """	65-72	0	0
player	The scavengers arrive on college campuses like clockwork, in search of books, DVD players, barely worn clothes, lamps, couches and anything else that departing students didn't bother to take home.	82-89	2	2
player	"He is an excellent soccer player, too. """	26-32	0	0
player	With no time to question, he hurries to reprogram the CD player.	57-63	2	2
player	And I think he scares a lot of players when they ' re coming into this town.	31-38	0	0
player	On a couple of occasions he arranged for an 18-year-old Negro high-school player from Brooklyn to go out with white dates and thus land in Molinas's hip pocket for an entire college career.	74-80	0	0
player	The ' group ' practices, typically employed by Nationwide League coaches often contained generic mistakes, affecting all players, resulting in coaching to the group.	121-128	0	0
player	"Players will not be able to reach this fairway into a 15-to 20-mile-an-hour wind, "" says Micheel. """	0-7	0	0
player	Bowden has used that extra money to sign a slew of low-cost players in hopes of boosting the franchise's depth.	60-67	0	0
player	Frankly, he thought chess players were rather stupid.	26-33	0	0
player	We specified a Sedona EX, the better-equipped model of the line, with the optional equipment that most Sedona buyers will choose: power sliding side doors and rear hatch, as well as the rear-seat, headliner-mounted DVD player with two headphones-an essential	219-225	2	2
player	"We lose great players every year, "" says senior captain Chad Mazurak, a defenseman. """	14-21	0	0
player	"AIN THE NIGHT following a decision tyPudge Eidson to increase her support prityine, nts to $5,000 a month, Mrs. Davis ah,, d "", her then roommate, Stan Farr, 30, ay0loot-I0 former basketball player, retinted home after dining out and discovered that the elaborate burglar system inlhe house had been switched off."	191-197	0	0
player	He hits, he's our key defensive player, he's our most dangerous player on the power play, and no other big guy can skate as fast as he can.	32-38	0	0
player	Some players say more than 80 percent of linemen were taking steroids in the early to mid-1980s, when steroids were not a banned substance.	5-12	0	0
player	"I 'm not one of the players, "" said the Chief, who is 74."	20-27	0	0
player	"-- Benzoylecgnonine, a cocaine byproduct, was found in urine samples from the body of Texas-El Paso basketball player Hernell "" Jeep "" Jackson. """	111-117	0	0
player	Kendall is a hard-nosed player who takes a lot of pride in his defense.	24-30	0	0
player	Monday's picks to click Philadelphia: WR Michael Timpson Dallas: TE Eric Bjornson Not so sure hands Players who fumbled on the highest percentage of touches last year, minimum of 100 touches (touches include rush attempts	100-107	0	1
player	The Player has his own which he carries with him in a fat wallet on his belt.	4-10	0	0
player	// That a player long considered a loner and something of an outcast has such devoted friends was but one of the revelations to come out of this Masters.	10-16	0	0
player	I sneaked out of school during morning milk break, bought the record, and broke into matron's room because she had a record player.	124-130	2	2
player	Other role players include Nakesha Antalan, a 5-0 senior, at point guard and Ewune Ewane, a 5-9 senior, at forward/post.	11-18	0	0
player	"We think DVD will ramp up more quickly, "" says Briesch, who predicts 10 million players sold by decade's end."	80-87	2	2
player	She maintains a whippet-thin body (thanks to regular running, even when she's facing 18 hours on a set) and pals around with industry players such as her agent Elaine Goldsmith-Thomas, who gets Roberts $12 million a picture.	134-141	3	0
player	He was the most popular baseball player in the country at age twenty-three, with that good face, with his blond hair and blue eyes.	33-39	0	0
player	UTAH Player of the year: Ben Melmeth, 6-10, Judge Memorial.	5-11	0	0
player	Jackson is who he is: no messiah, no S-person, certainly no saint, no great organizer or theoretician or team player.	110-116	0	0
player	The signature hole is the sixth, a downhill par three stretching to 206 yards from the tips but playing around 155 for most players.	124-131	0	0
player	Gant may be one of the National League's three best outfielders, and he has a chance this year to become the first player to have three 30-homer, 30-steal seasons in a row.	115-121	0	0
player	Players on or after Aug. 1, 1986 are eligible for the 14-year-old team, while players born on or after Aug. 1, 1987, are eligible for the 13-year-old team.	0-7	0	0
player	We're going to put a greater burden on a player to know when to let up, when not to use his body or head as a weapon.	41-47	0	0
player	White Sox, along with Braves, will be most active in trading name players.	66-73	0	0
player	He is a calculating man who prepares his players to win, who doesn't stay with veterans past the point of their effectiveness, who is not afraid of playing kids and who lets his assistants coach.	41-48	0	0
player	"Truth be told, coaches look forward to that All-Star break, just like players do, "" Popovich said. """	70-77	0	0
player	"I like rugby players because they're good beer drinkers and they're big eaters, too. """	13-20	0	0
player	"// Said one former player who is now a big league pitching coach: "" Most ball players are like little kids."	19-25	0	0
player	"could hardly remember a visiting player being booed, let alone a St. Louis player. """	75-81	0	0
player	For a while he was polo coach at one of the Ivy League colleges, but it was not long before some of the school's older alumni, considerable polo players themselves at one time and now on the board of trustees at their alma mater, denounced his presence in their collegiate athletics, citing what they called his inability to play in concert with polo teams of Europe, England or the Americas.	145-152	0	0
player	", they were attracted to being a part of a community with Georgia's only Tournament Players Club, a PGA Tour-managed facility. """	84-91	0	0
player	"Twenty minutes later Joe came out of his office and told the players: ' That's it ' Most of the players started crying, "" Smith said. """	96-103	0	0
player	"In the story, Wayne Gretzky, the Oilers ' captain and the most dominant individual player in hockey history, said: "" I think the Hawks ' fans were a factor in their winning."	83-89	0	0
player	Dixon and Blake (217 assists) are a dynamite backcourt, but Morris is the best player - a long slasher who can hit the boards.	79-85	10	0
player	was Joel who had poured everything he had into the firm for the past ten years, Joel who had single-handedly turned it into a major player in the marketplace.	132-138	3	0
player	"// La Salle won a ball game -- 89-68 against Hofstra -- but lost a ball player, Ken Durrett, a 6 ' 7 "" sophomore with a scoring touch."	72-78	0	0
player	By focusing resources // and expertise on a single product, a farmer could raise output and lower // costs; instead of buying different technologies for each of several crops or // animals, he now spread the costs of a single set of technologies -- for raising // corn, for example, or wheat -- over more bushels // To be sure, a more rationalized agriculture was far more reliant on // outside players.	395-402	3	0
player	"Frost, who had sat out the Cornhuskers ' previous series, returned to the huddle and heard what were believed to be the first concerted boos ever directed toward a home player in Memorial Stadium's 74-year history. """	169-175	0	0
player	Each exisiting club would be allowed to protect seven players.	54-61	0	0
player	Last week, as they prepared to back their choices with cash (and lots of it) in the annual players draft, the scouts of both professional leagues took time out to compile their dream team of the nation's top prospects.	91-98	0	0
player	He became the first man in history to win unanimous selection as the National League's Most Valuable Player.	101-107	0	0
player	Down in the dugout, the players are lined up ready to take the field.	24-31	0	0
rag	I had not the arrogance -- or the hardihood -- to test my power again, but I put on hope, as a naked man welcomes rags in a winter storm.	114-118	0	0
rag	Galena Park Middle School conducts a toy drive, and local senior citizens make rag dolls for small children, she added.	79-82	0	0
rag	It may be that a good translation of one of the major rags will serve to illustrate the point one day.	54-58	2	0
rag	But what is truly startling is the total absence of hungry and sickly men, women, and children in rags?	98-102	0	0
rag	One moment I was standing over Denton's corpse, then suddenly I was in the shadow of the brewer's spruce at the Stanfeuss farmhouse, cleaning the bloody blade of the ax on an old rag.	179-182	0	0
rag	"With a look of satisfaction on her face, she slipped a piece of rag through the holes and tied the ends in a knot. """	64-67	0	0
rag	Curly is practically in rags and has several days growth on his face.	24-28	0	0
rag	They are Honduran migrant workers, dressed in shabby clothes, some with rags on their heads, others wearing broad-brimmed hats.	72-76	0	0
rag	"The old lady takes off her head rag and folds it up. """	32-35	0	0
rag	"Grubeshov now slowly drew forth a long, stained rag. """	48-51	0	0
rag	As soon as the coal was aboard, Pappy Tung and his deck coolies would go after the coal dust with hoses, scrubbers and rags, and in an hour or two the San Pablo would be as brass-gleaming white as ever.	119-123	0	0
rag	There is still the psychiatrist, with whom she feels like a rag doll being urged to march forth with the metallic purpose of a mechanical majorette.	60-63	3	0
rag	"Here was a business grown up in the sterile soil of the worst depression in our history, without artificial stimulation, like a rags "" to riches story, that succeeded more by the under-stimulation of O. S. Peters than by any frantic "" go-getter "" activity."	128-132	0	0
rag	Yet here was this wretch, looking fully like a cadaver that would not lie down; here in this roaring huge wilderness, in this valley where surely no white human had ever been before, except Mary and her fellow captives last summer, here was Ghetel, refusing to die yet, sitting here at this moment on a boulder tearing strips of cloth from the rags of her dress to wrap around her feet, still trying to take care of herself.	344-348	0	0
rag	The other memory is of a vacant lot in the cold, yellow light of late afternoon and a drunken woman in filthy rags beating a man over the head with an umbrella until he fell, then standing over him, kicking and striking him again and again.	110-114	1	0
rag	I must have drawn back from the rag -- obsessive cleanliness now seems to me less embarrassing than it seemed that day, New Orleans being a dirty city when I was young, with open sewers and epidemics -- because Willy said something in Cajun French and the rag was taken out of my hand.	256-259	0	0
rag	He hung the wet rag over the back of his chair to dry and went to the windowsill and untwisted the pencil sharpener case and poured a rosy stream of shavings into the wastebasket.	16-19	0	0
rag	I dip my rag in the water he has carried in a bucket from the bog pond and begin to wipe.	9-12	0	0
rag	"Melba tosses a pincushion away, wipes off a wooden school chair with a rag. """	71-74	8	0
rag	And I took the rag from her hand and put it on her forehead.	15-18	0	0
rag	"When the man in leggings had pulled the rags from their mouths, Bazwan addressed Huffley. """	40-44	0	0
rag	He was one of the few in this day and age who really went from rags to riches.	63-67	0	0
rag	"Krumholz came over and slapped at the table with his rag. """	53-56	0	0
rag	Flame sprang from the tallow-soaked rags on the firepikes, giving more smoke than light.	36-40	0	0
rag	Below the car is a MECHANIC dressed in greasy coveralls holding a wrench, rag and oil can.	74-77	0	0
rag	Farther on, the low houses were made of stone instead of the heavily textured coral rag that composed the Swahili island's historic buildings.	84-87	0	0
rag	In addition to these principal groups, there were subgroups, common to both parties, who were Douglas men, Lincoln men; believers in a flannel rag around the neck for a colic, and scoffers at the remedy; men who had signed the pledge and men who drank a quart of whisky at a sitting; men who were Baptists, Presbyterians, and Holy Rollers; men who knew certain intimate biological facts about Esquimaux women, and men who denied their knowledge.	143-146	0	0
rag	The washer snatched the rag away and slapped it to the window two feet lower.	24-27	0	0
rag	paint with a rag to give the brick the effect of a time-worn surface.	13-16	0	0
rag	Middle-aged, wealthy, dressed in the best from Atlanta's fashion houses, they were two bright Easter eggs among the pile of rags.	124-128	0	0
rag	"She's got that black rag wrapped round her shoulders, and she's pointingone of her little old fingers at me. """	21-24	0	0
rag	"the rag bag hanging from a nail in the wall. """	4-7	0	0
rag	MUNSON HOUSE - STAIRCASE/LIVING ROOM - NIGHT -- and he falls down the stairs, each thudding impact bouncing his body like a rag doll's.	124-127	0	0
rag	She set to work then, stripping off the soaked, mud-caked rags Ludorica wore, tugging loose the strips of cloth making her improvised leggings.	58-62	0	0
rag	He took a rag from the book closet and went out the door.	10-13	0	0
rag	Though they were in rags now, the walking and the food in them kept them warm, and the sun was pleasant on their faces when they were out of the shadows.	20-24	0	0
rag	When the job was over, Mike the Angel wiped his hands on a rag and	59-62	0	0
rag	The room we stood in faced a black tenement, a backyard full of boards, rags, trash, debris, buildings that looked as if they'd been struck by a series of bombings.	72-76	1	0
rag	There were my ptarmigan eggs, still cradled in the rag in my palms.	51-54	0	0
rag	The scattered fragments of the nightmare break loose from her and fall at her feet, like incomprehensible rags.	106-110	3	0
rag	It is more of a rag than the couture dream they had imagined.	16-19	4	0
rag	Inside her sewing room she tore away the rags and exposed the... creature.	41-45	0	0
rag	they had baked, half a bag of flour under the bed, his sack of tools, and that bloody rag I told you about.	86-89	0	0
rag	an array of diamond-shaped bowls: a curved platter, a heap of dry rags.	66-70	0	0
rag	In her right hand, she still held the rag to wipe the table clean.	38-41	0	0
rag	"As the economist Deirdre McCloskey explains in a 2004 article in the magazine Christian Century, "" Your * * 29; 2541; TOOLONG had one dress for church and one for the week, if she were not in rags."	192-196	4	0
rag	"A handful of soldiers, dressed in rags, dark-skinned and solemn, armed with knives and rifles, stood guard over them, displaying only marginal interest. """	34-38	0	0
rag	devious interferences was now shared, debonairly lit a KocMoc cigarette, that went ill with his rags and his paint.	96-100	0	0
